crop,country,log_total,log_below_target,log_lean_term,log_target_level,log_domestic_base,export_share,psd_stu_totuse,psd_stu_dom,model_over_psd,log_recon,recon_resid
maize,Mexico,0.5319566981339482,-0.3148864122064917,0.0,0.7171168206084344,-0.010343492008525041,0.010290182057067162,0.07810522801557257,0.07891730141458106,2.2843646977755996,0.39188691639341766,0.14006978174053053
maize,Canada,0.6275274809986066,-0.05268690642036052,0.4192584302405005,0.3047709227227684,-0.05337241656591689,0.051973114185942706,0.11796676031191744,0.12443398185972443,1.9018991747353329,0.6179700299769916,0.009557451021614982
maize,China,1.0301806170535521,1.4654488790054276,0.0,-0.43968636136073846,-0.006109799519461556,0.006091172649165548,0.24835524894295158,0.24987729468599035,2.804377302042816,1.0196527181252275,0.01052789892832462
maize,Brazil,1.0657443207597341,0.8759103628140626,0.0,0.32123866256840117,-0.22272495837833153,0.19966505555349856,0.11604002244355643,0.14498932384341634,3.312900372427514,0.9744240670041322,0.09132025375560193
maize,Indonesia,1.0711374323109029,0.45965133911063916,0.4192584302405001,0.43108668514072424,-0.0065535699467564,0.006532142142324278,0.10396841281682709,0.10465201465201467,2.9468931708178174,1.303442884545107,-0.23230545223420407
maize,EU,1.148106811965752,0.5946181368790283,0.0,0.562403478073767,-0.022592504453463103,0.022339204967267323,0.09117405182735545,0.09325734681250351,3.269590334942086,1.134429110499332,0.01367770146642
maize,Ukraine,1.4352040352755444,1.6848705877331822,0.0,0.8209189248432249,-0.6560233099027437,0.48108921574195,0.07040433869044237,0.1356771545827633,4.325135120687235,1.8497662026736634,-0.414562167398119
rice,Indonesia,-7.105821638303634,-7.201156919989302,0.0347029835162557,0.04743593467759433,-4.47253194579974e-05,4.472431929586032e-05,0.1716608823213711,0.17166856008086523,0.5038724199644944,-7.11906272711491,0.013241088811276391
rice,USA,-2.257866346002199,-1.6490848293554905,0.0,0.08870864037784587,-0.5941164555175859,0.44794988871807817,0.16472018906454355,0.29837905236907736,0.11021196814384097,-2.1544926444952304,-0.10337370150696845
rice,Brazil,0.04365632080372256,-0.08187472933407776,0.0,0.20118475500156463,-0.08279858301809188,0.07946345975948196,0.14719703977798337,0.1599035272836901,1.0522680257220864,0.03651144264939499,0.007144878154327572
rice,RestOfWorld,0.08524464822616812,-0.27317945124161336,0.0,0.40844838671145456,-0.05375744566435718,0.052338061860839225,0.11964254003405378,0.1262502325132791,1.1442250997454744,0.08151148980548402,0.003733158420684099
rice,China,0.1374044327676832,-0.385536543758256,1.0739262953536965,-0.5506477781773564,-0.006328318130831756,0.006308336497911378,0.31218770611396474,0.31416959362798214,1.151890595025012,0.13141365528725227,0.00599077748043092
rice,Thailand,0.20563533214451143,0.41439909281656706,0.7486218211946599,-0.40929251411501544,-0.6504013588628166,0.4781637088960082,0.27103537976727743,0.5193877551020408,1.2583171340634385,0.10332704103339507,0.10230829111111636
rice,India,0.3511844207319584,0.46225291460939166,0.0,-0.10124033845987479,-0.05030137764025723,0.049057211583562396,0.19917765981737176,0.2094528316987959,1.4382960657694959,0.31071119850925966,0.040473222222698724
rice,Vietnam,1.8087543211719728,-0.005170296675323223,1.131777575378953,0.9471249142958424,-0.2753440830082597,0.2406891876772822,0.06981381665975636,0.09194366197183099,6.139955092101217,1.7983881099912125,0.01036621118076031
