crop,country,C_ann,safety_s,mean_L,sd_forecast_err,sd_interannual,z_forecast_err,log10_penalty_ratio_fcasterr,z_interannual,log10_penalty_ratio_interann,s_over_meanL
wheat,Indonesia,5.4975,1.0995,1.5541254340277808,0.06328954327937948,0.2502428398546255,17.37253806914784,67.17652066890626,4.393732106935554,5.254062527059295,0.7074718526100293
wheat,Mexico,6.341666666666666,1.2683333333333333,0.855552311885845,0.08450066719524832,0.1628664638944839,15.009743418980422,50.49899248349727,7.787565978930119,14.466530639734582,1.4824731529713464
wheat,Nigeria,3.3209999999999997,0.6642,0.9046346504230485,0.03662221157530487,0.1489913377412646,18.136534398918826,73.08603915823304,4.457977289615565,5.38333198392377,0.734219057040751
wheat,RestOfWorld,178.18433333333337,35.63686666666668,41.13830861457441,1.8253991963570069,7.842804927939636,19.522779859763293,84.45403149577632,4.543893032416497,5.558896711802638,0.8662696126024322
maize,USA,265.6406666666667,42.50250666666667,58.87779917467578,3.943991172759143,13.869581580758398,10.776521752946193,26.653282854886147,3.0644404388976962,2.962418950209314,0.721876620091935
maize,Russia,4.083333333333333,0.6533333333333333,0.49808983102403853,0.19805772343525696,0.27109274334265526,3.298701620928715,3.3136627574110054,2.409999342946389,2.0981999015516446,1.31167771883663
maize,EU,65.187,10.42992,16.17956244091893,1.3615706013724518,2.361164323398485,7.660212396982373,14.032391576474625,4.417278330289163,5.301240724026197,0.6446354799819682
maize,Ukraine,6.091666666666668,0.9746666666666669,0.9546540511514208,0.16761932181863837,0.270388595138921,5.814763215193305,8.517699856070701,3.6046885267697775,3.8061417352088904,1.0209632122663792
maize,Canada,12.035833333333334,1.9257333333333335,4.152247447860268,0.4503539752954368,0.47928431213231004,4.276043821018861,5.021719501619926,4.017935251762883,4.5323155236793395,0.46378096621522413
maize,Argentina,6.849999999999999,1.0959999999999999,0.37358031208172887,0.1909809806160508,0.06877484143899246,5.738791352231059,8.321688307135018,15.936060004910658,56.74944533669165,2.9337734472480066
maize,Brazil,46.833333333333336,7.493333333333334,2.988538917659759,0.24206253253683138,0.4122893291767659,30.95618828243555,209.97936199557992,18.174938818561138,73.38976872034485,2.5073567853020142
maize,India,15.91666666666667,2.5466666666666673,3.4447334507722496,0.2708014236041326,0.535434470663566,9.40418492921026,20.58140857328805,4.756262075376981,6.0061001422169715,0.7392928083000874
maize,Thailand,4.000000000000001,0.6400000000000001,0.936953852238624,0.07361325215420354,0.12855650841046942,8.694086747578291,17.757420690055127,4.978355494507811,6.493990467914463,0.6830645911438171
maize,Vietnam,5.433333333333334,0.8693333333333334,1.4018566809292523,0.11289493955036571,0.1816068216477941,7.7003746739728625,14.16855307931811,4.786898011019141,6.072170810041173,0.6201299641822702
maize,China,172.5,27.6,24.254983220655493,4.519227097873524,5.078706046051573,6.107239003985194,9.295123181230903,5.434455105244288,7.560950613144051,1.1379104965323539
maize,Egypt,11.4,1.824,1.996876621868007,0.14338003187075857,0.36645248961244165,12.721436703572062,36.648282688899435,4.977452880533172,6.491965734289371,0.9134264881591497
maize,Indonesia,9.1,1.456,1.1033633096535018,0.10743438071531447,0.09149415024214032,13.552458629218414,41.41668711067207,15.91358568986847,56.59340339670786,1.3196016101507304
maize,Mexico,30.633333333333336,4.9013333333333335,9.949478435495505,1.1358763532651552,0.9926076972252851,4.315023654858305,5.098035712585811,4.937835306974164,6.403433090440229,0.49262213744264843
maize,Nigeria,7.483333333333333,1.1973333333333334,1.7683930978339573,0.1359459860250399,0.2376731884744432,8.807419537291791,18.19361762124216,5.037729922414373,6.627930246857314,0.6770741950983099
maize,RestOfWorld,150.77299999999994,24.12367999999999,42.34232866791769,3.669544045304954,5.251284536706608,6.574026555387813,10.611077796046938,4.593862669481129,5.662425155869324,0.5697296478235084
rice,USA,4.010000000000001,0.7218000000000001,0.802928240740743,0.0002914411107873784,0.10083662743101783,2476.658142188427,1331949.2597992553,7.158113260915854,12.38830342078354,0.898959537572252
rice,EU,2.9749999999999996,0.5354999999999999,0.6602971065462921,0.0016482546024075293,0.07550122331148894,324.88912769775965,22923.441674616784,7.09260031179539,12.18172403754055,0.810998556090836
rice,Brazil,8.292499999999999,1.4926499999999998,0.5573153553538146,0.008968652533511175,0.05907885110715486,166.42968321302956,6017.346901481148,25.265386378159093,140.41600883411846,2.678286154617762
rice,India,89.54283333333335,16.117710000000002,7.462552156898009,0.2588290593407576,1.3373693127142399,62.271639981430624,844.2377574911312,12.05180188207588,33.02283483845691,2.1598120403221035
rice,Thailand,9.963333333333333,1.7933999999999999,0.9629518889923252,0.00826573423039547,0.07209922403187567,216.9680212321798,10224.968406201051,24.874054111971063,136.14856558002953,1.8623983404577893
rice,Vietnam,19.229166666666668,3.46125,3.868502635264874,0.005010427692517154,0.48548471902854345,690.809290625872,103629.69669957436,7.129472595813053,12.297766684905778,0.8947260287346323
rice,China,132.57966666666667,23.86434,20.91172059261259,0.02426422182950888,3.1519065122214927,983.51969280867,210052.30365647504,7.571398424244567,13.73373570175601,1.1411944748549514
rice,Egypt,3.7133333333333334,0.6684,0.7503173662091961,0.008842223360904698,0.09872442581168338,75.59184751600894,1243.084642583938,6.770360977079487,11.192257100290998,0.8908230438233563
rice,Indonesia,37.263666666666666,6.707459999999999,1.1729097258519978,0.0513001155524033,0.1604394591970877,130.74941309144418,3714.736457531091,41.80679761429757,381.5523408300805,5.718649826292234
rice,Nigeria,4.5183333333333335,0.8133,0.8818377089291861,0.02263674185735638,0.08587119493659269,35.92831535231285,282.2580418173445,9.471162018888183,20.85894603757765,0.9222785460009287
rice,RestOfWorld,120.96083333333331,21.772949999999994,12.922799948454402,0.0911495830762905,2.36667406670481,238.87053857148686,12393.01082219486,9.199809262419947,19.7464370284696,1.684847717742786
