area_code,area,year,unit,domestic_supply,exports,feed,food,imports,losses,production,seed,stock_variation
210,Sweden,2011,1000 t,2147.0,629.0,1030.0,719.0,510.0,80.0,2253.0,75.0,13.0
211,Switzerland,2006,1000 t,908.0,70.0,123.0,688.0,434.0,68.0,544.0,17.0,0.0
211,Switzerland,2007,1000 t,994.0,77.0,212.0,693.0,528.0,54.0,543.0,18.0,0.0
211,Switzerland,2008,1000 t,1073.0,85.0,328.0,656.0,610.0,58.0,548.0,19.0,0.0
211,Switzerland,2009,1000 t,1088.0,88.0,251.0,720.0,627.0,63.0,550.0,17.0,0.0
211,Switzerland,2010,1000 t,1040.0,92.0,206.0,710.0,607.0,60.0,524.0,16.0,0.0
211,Switzerland,2011,1000 t,1168.0,99.0,310.0,771.0,714.0,47.0,553.0,17.0,0.0
213,Turkmenistan,2006,1000 t,3292.0,,2012.0,947.0,32.0,207.0,3260.0,127.0,0.0
213,Turkmenistan,2007,1000 t,2873.0,,1612.0,951.0,173.0,178.0,2700.0,132.0,0.0
213,Turkmenistan,2008,1000 t,2967.0,,1702.0,950.0,467.0,185.0,2500.0,129.0,0.0
213,Turkmenistan,2009,1000 t,2371.0,,1163.0,955.0,186.0,148.0,2200.0,105.0,-15.0
213,Turkmenistan,2010,1000 t,2303.0,,1110.0,954.0,387.0,142.0,1900.0,98.0,15.0
213,Turkmenistan,2011,1000 t,1893.0,,700.0,974.0,593.0,115.0,1300.0,105.0,0.0
214,"China, Taiwan Province of",2006,1000 t,1154.0,27.0,49.0,1088.0,1067.0,16.0,0.0,0.0,114.0
214,"China, Taiwan Province of",2007,1000 t,1207.0,37.0,67.0,1119.0,1435.0,16.0,0.0,0.0,-191.0
214,"China, Taiwan Province of",2008,1000 t,1083.0,40.0,49.0,1014.0,1101.0,15.0,0.0,0.0,22.0
214,"China, Taiwan Province of",2009,1000 t,1159.0,34.0,62.0,1078.0,1305.0,16.0,0.0,0.0,-113.0
214,"China, Taiwan Province of",2010,1000 t,1155.0,46.0,57.0,1073.0,1214.0,16.0,5.0,0.0,-18.0
214,"China, Taiwan Province of",2011,1000 t,1125.0,53.0,68.0,1038.0,1442.0,18.0,4.0,0.0,-268.0
215,United Republic of Tanzania,2006,1000 t,608.0,54.0,,586.0,657.0,15.0,110.0,8.0,-105.0
215,United Republic of Tanzania,2007,1000 t,646.0,209.0,,624.0,822.0,18.0,83.0,4.0,-50.0
215,United Republic of Tanzania,2008,1000 t,564.0,102.0,,536.0,468.0,13.0,43.0,15.0,155.0
215,United Republic of Tanzania,2009,1000 t,790.0,40.0,,766.0,897.0,18.0,82.0,5.0,-150.0
215,United Republic of Tanzania,2010,1000 t,700.0,151.0,,667.0,1138.0,22.0,62.0,11.0,-350.0
215,United Republic of Tanzania,2011,1000 t,744.0,103.0,,709.0,1134.0,24.0,113.0,11.0,-400.0
216,Thailand,2006,1000 t,1060.0,166.0,252.0,797.0,1225.0,,1.0,0.0,0.0
216,Thailand,2007,1000 t,975.0,186.0,214.0,755.0,1160.0,,1.0,0.0,0.0
216,Thailand,2008,1000 t,770.0,182.0,174.0,589.0,951.0,,1.0,0.0,0.0
216,Thailand,2009,1000 t,941.0,180.0,276.0,660.0,1319.0,,1.0,0.0,-200.0
216,Thailand,2010,1000 t,1355.0,209.0,600.0,743.0,2013.0,,1.0,0.0,-450.0
216,Thailand,2011,1000 t,1688.0,219.0,900.0,786.0,1806.0,,1.0,0.0,100.0
217,Togo,2006,1000 t,69.0,27.0,,68.0,103.0,2.0,,,-7.0
217,Togo,2007,1000 t,71.0,15.0,,70.0,82.0,2.0,,,4.0
217,Togo,2008,1000 t,77.0,27.0,,75.0,59.0,2.0,,,45.0
217,Togo,2009,1000 t,84.0,31.0,,82.0,95.0,2.0,,,20.0
217,Togo,2010,1000 t,78.0,24.0,,77.0,66.0,2.0,,,36.0
217,Togo,2011,1000 t,83.0,4.0,,82.0,87.0,1.0,,,0.0
220,Trinidad and Tobago,2006,1000 t,117.0,33.0,,111.0,117.0,7.0,,,33.0
220,Trinidad and Tobago,2007,1000 t,119.0,49.0,,112.0,159.0,8.0,,,10.0
220,Trinidad and Tobago,2008,1000 t,120.0,18.0,,114.0,140.0,6.0,,,-2.0
220,Trinidad and Tobago,2009,1000 t,120.0,24.0,,114.0,139.0,6.0,,,6.0
220,Trinidad and Tobago,2010,1000 t,122.0,23.0,,115.0,158.0,7.0,,,-13.0
220,Trinidad and Tobago,2011,1000 t,124.0,13.0,,118.0,137.0,6.0,,,0.0
221,Oman,2006,1000 t,144.0,141.0,0.0,132.0,264.0,6.0,1.0,0.0,20.0
221,Oman,2007,1000 t,169.0,138.0,0.0,142.0,325.0,7.0,1.0,0.0,-18.0
221,Oman,2008,1000 t,169.0,122.0,0.0,139.0,305.0,7.0,1.0,0.0,-15.0
221,Oman,2009,1000 t,175.0,161.0,0.0,142.0,289.0,7.0,2.0,0.0,45.0
221,Oman,2010,1000 t,348.0,157.0,0.0,161.0,582.0,7.0,2.0,0.0,-80.0
221,Oman,2011,1000 t,212.0,212.0,0.0,188.0,447.0,6.0,2.0,0.0,-25.0
222,Tunisia,2006,1000 t,2353.0,68.0,125.0,1964.0,1267.0,196.0,1251.0,68.0,-98.0
222,Tunisia,2007,1000 t,2481.0,121.0,157.0,2030.0,1700.0,241.0,1443.0,53.0,-541.0
222,Tunisia,2008,1000 t,2421.0,123.0,134.0,2018.0,1780.0,209.0,919.0,59.0,-155.0
222,Tunisia,2009,1000 t,2565.0,141.0,144.0,2143.0,1240.0,225.0,1654.0,53.0,-188.0
222,Tunisia,2010,1000 t,2581.0,155.0,137.0,2170.0,1920.0,215.0,822.0,59.0,-6.0
222,Tunisia,2011,1000 t,2663.0,287.0,159.0,2200.0,1645.0,247.0,1606.0,57.0,-300.0
223,T�rkiye,2006,1000 t,18348.0,2751.0,427.0,13642.0,255.0,1800.0,20010.0,1458.0,833.0
223,T�rkiye,2007,1000 t,17533.0,2081.0,351.0,13246.0,2165.0,1500.0,17234.0,1458.0,215.0
223,T�rkiye,2008,1000 t,17770.0,2052.0,362.0,13269.0,3730.0,1600.0,17782.0,1456.0,-1689.0
223,T�rkiye,2009,1000 t,18250.0,3161.0,425.0,13258.0,3420.0,1900.0,20600.0,1458.0,-2608.0
223,T�rkiye,2010,1000 t,17735.0,4241.0,404.0,12952.0,2582.0,1800.0,19674.0,1459.0,-280.0
223,T�rkiye,2011,1000 t,17919.0,3450.0,448.0,12675.0,4785.0,2000.0,21800.0,1457.0,-5216.0
225,United Arab Emirates,2006,1000 t,786.0,248.0,47.0,553.0,1021.0,150.0,0.0,,13.0
225,United Arab Emirates,2007,1000 t,890.0,261.0,37.0,675.0,894.0,138.0,0.0,,256.0
225,United Arab Emirates,2008,1000 t,966.0,342.0,53.0,668.0,1280.0,174.0,0.0,,28.0
225,United Arab Emirates,2009,1000 t,1152.0,325.0,66.0,829.0,1518.0,193.0,0.0,,-42.0
225,United Arab Emirates,2010,1000 t,1182.0,769.0,34.0,847.0,1326.0,235.0,0.0,,626.0
225,United Arab Emirates,2011,1000 t,1139.0,155.0,28.0,899.0,1120.0,144.0,0.0,,174.0
226,Uganda,2006,1000 t,401.0,17.0,,381.0,400.0,12.0,18.0,1.0,0.0
226,Uganda,2007,1000 t,329.0,34.0,,318.0,344.0,11.0,19.0,1.0,0.0
226,Uganda,2008,1000 t,281.0,23.0,,272.0,284.0,9.0,19.0,1.0,0.0
226,Uganda,2009,1000 t,399.0,46.0,,413.0,426.0,13.0,20.0,1.0,0.0
226,Uganda,2010,1000 t,362.0,46.0,,346.0,388.0,12.0,20.0,1.0,0.0
226,Uganda,2011,1000 t,395.0,65.0,,392.0,437.0,13.0,23.0,1.0,0.0
229,United Kingdom of Great Britain and Northern Ireland,2006,1000 t,14047.0,2651.0,6867.0,5916.0,1992.0,295.0,14747.0,254.0,-41.0
229,United Kingdom of Great Britain and Northern Ireland,2007,1000 t,13922.0,2560.0,6611.0,5940.0,2269.0,280.0,13221.0,311.0,992.0
229,United Kingdom of Great Britain and Northern Ireland,2008,1000 t,14386.0,3417.0,6238.0,6094.0,2350.0,350.0,17227.0,322.0,-1774.0
229,United Kingdom of Great Britain and Northern Ireland,2009,1000 t,14259.0,3132.0,6557.0,6096.0,2508.0,300.0,14076.0,290.0,808.0
229,United Kingdom of Great Britain and Northern Ireland,2010,1000 t,14376.0,4063.0,6389.0,6126.0,2273.0,300.0,14878.0,295.0,1288.0
229,United Kingdom of Great Britain and Northern Ireland,2011,1000 t,13930.0,3001.0,6268.0,6074.0,2006.0,350.0,15257.0,299.0,-331.0
23,Belize,2006,1000 t,18.0,0.0,,17.0,16.0,0.0,,,3.0
23,Belize,2007,1000 t,18.0,0.0,,17.0,18.0,0.0,,,1.0
23,Belize,2008,1000 t,22.0,0.0,,18.0,23.0,1.0,,,-1.0
23,Belize,2009,1000 t,23.0,0.0,,19.0,22.0,1.0,,,1.0
23,Belize,2010,1000 t,23.0,0.0,,20.0,26.0,1.0,,,-3.0
23,Belize,2011,1000 t,22.0,0.0,,19.0,19.0,0.0,,,3.0
230,Ukraine,2006,1000 t,11572.0,4816.0,4050.0,5487.0,40.0,324.0,13947.0,1572.0,2400.0
230,Ukraine,2007,1000 t,11776.0,1348.0,4050.0,5317.0,86.0,451.0,13938.0,1780.0,-900.0
230,Ukraine,2008,1000 t,14964.0,8066.0,7250.0,5145.0,65.0,702.0,25885.0,1713.0,-2920.0
230,Ukraine,2009,1000 t,10067.0,13309.0,3000.0,4977.0,30.0,338.0,20886.0,1613.0,2460.0
230,Ukraine,2010,1000 t,11422.0,4573.0,4100.0,4983.0,44.0,436.0,16851.0,1695.0,-900.0
230,Ukraine,2011,1000 t,13188.0,4532.0,6300.0,4853.0,76.0,453.0,22324.0,1443.0,-4680.0
231,United States of America,2006,1000 t,30666.0,27702.0,3187.0,25250.0,3809.0,,49216.0,2229.0,5344.0
231,United States of America,2007,1000 t,28612.0,37133.0,436.0,25793.0,4137.0,,55820.0,2384.0,5788.0
231,United States of America,2008,1000 t,33685.0,31501.0,6260.0,25302.0,4255.0,,68016.0,2123.0,-7085.0
231,United States of America,2009,1000 t,31848.0,23303.0,4899.0,24959.0,4313.0,,60366.0,1989.0,-9527.0
231,United States of America,2010,1000 t,30766.0,29089.0,3620.0,25167.0,4335.0,,60062.0,1979.0,-4542.0
231,United States of America,2011,1000 t,31878.0,34369.0,4898.0,25050.0,3945.0,,54419.0,1930.0,7883.0
233,Burkina Faso,2006,1000 t,118.0,0.0,,116.0,118.0,2.0,,,0.0
233,Burkina Faso,2007,1000 t,116.0,0.0,,114.0,116.0,2.0,,,0.0
233,Burkina Faso,2008,1000 t,89.0,0.0,,87.0,89.0,1.0,,,0.0
233,Burkina Faso,2009,1000 t,127.0,0.0,,125.0,127.0,2.0,,,0.0
233,Burkina Faso,2010,1000 t,136.0,0.0,,134.0,136.0,2.0,,,0.0
233,Burkina Faso,2011,1000 t,142.0,0.0,,139.0,142.0,2.0,,,0.0
234,Uruguay,2006,1000 t,445.0,137.0,25.0,363.0,22.0,31.0,611.0,27.0,-51.0
234,Uruguay,2007,1000 t,485.0,147.0,30.0,365.0,70.0,37.0,697.0,52.0,-136.0
234,Uruguay,2008,1000 t,575.0,496.0,75.0,368.0,85.0,71.0,1357.0,61.0,-371.0
234,Uruguay,2009,1000 t,611.0,1138.0,102.0,371.0,54.0,94.0,1844.0,44.0,-150.0
234,Uruguay,2010,1000 t,546.0,1433.0,25.0,358.0,58.0,98.0,1301.0,65.0,620.0
234,Uruguay,2011,1000 t,612.0,1123.0,85.0,360.0,52.0,101.0,2016.0,65.0,-333.0
235,Uzbekistan,2006,1000 t,6790.0,13.0,1885.0,4488.0,704.0,37.0,6099.0,194.0,0.0
235,Uzbekistan,2007,1000 t,7293.0,14.0,2586.0,4259.0,1109.0,36.0,6197.0,193.0,0.0
235,Uzbekistan,2008,1000 t,7339.0,13.0,2240.0,4619.0,1205.0,37.0,6147.0,199.0,0.0
235,Uzbekistan,2009,1000 t,7971.0,74.0,2737.0,4686.0,1407.0,40.0,6638.0,205.0,0.0
235,Uzbekistan,2010,1000 t,8153.0,137.0,2901.0,4752.0,1559.0,39.0,6730.0,187.0,0.0
235,Uzbekistan,2011,1000 t,8374.0,137.0,3065.0,4802.0,1984.0,37.0,6527.0,196.0,0.0
236,Venezuela (Bolivarian Republic of),2006,1000 t,1172.0,23.0,1.0,1140.0,1193.0,34.0,0.0,0.0,1.0
236,Venezuela (Bolivarian Republic of),2007,1000 t,1447.0,14.0,0.0,1402.0,1508.0,44.0,0.0,0.0,-47.0
236,Venezuela (Bolivarian Republic of),2008,1000 t,1519.0,3.0,1.0,1472.0,1632.0,46.0,0.0,0.0,-110.0
236,Venezuela (Bolivarian Republic of),2009,1000 t,1530.0,0.0,0.0,1488.0,1444.0,41.0,0.0,0.0,86.0
236,Venezuela (Bolivarian Republic of),2010,1000 t,1584.0,0.0,0.0,1539.0,1539.0,45.0,0.0,0.0,45.0
236,Venezuela (Bolivarian Republic of),2011,1000 t,1660.0,0.0,0.0,1611.0,1659.0,48.0,0.0,0.0,1.0
237,Viet Nam,2006,1000 t,1193.0,56.0,325.0,846.0,1291.0,21.0,,,-42.0
237,Viet Nam,2007,1000 t,1198.0,44.0,300.0,877.0,1343.0,21.0,,,-100.0
237,Viet Nam,2008,1000 t,1166.0,46.0,200.0,945.0,812.0,21.0,,,400.0
237,Viet Nam,2009,1000 t,1584.0,51.0,750.0,810.0,1435.0,24.0,,,200.0
237,Viet Nam,2010,1000 t,1827.0,53.0,850.0,945.0,2296.0,32.0,,,-416.0
237,Viet Nam,2011,1000 t,2120.0,67.0,1100.0,985.0,2487.0,35.0,,,-300.0
238,Ethiopia,2006,1000 t,2754.0,0.0,,2513.0,534.0,137.0,2219.0,103.0,1.0
238,Ethiopia,2007,1000 t,3069.0,1.0,,2566.0,606.0,153.0,2463.0,100.0,2.0
238,Ethiopia,2008,1000 t,3433.0,1.0,,2744.0,1119.0,171.0,2314.0,118.0,0.0
238,Ethiopia,2009,1000 t,4630.0,1.0,,3081.0,1855.0,241.0,3076.0,109.0,-300.0
238,Ethiopia,2010,1000 t,4570.0,2.0,,2792.0,1716.0,228.0,2856.0,101.0,0.0
238,Ethiopia,2011,1000 t,4647.0,3.0,,2855.0,1734.0,229.0,2916.0,114.0,0.0
244,Samoa,2006,1000 t,11.0,0.0,,10.0,11.0,0.0,,,1.0
244,Samoa,2007,1000 t,12.0,0.0,,10.0,13.0,0.0,,,-1.0
244,Samoa,2008,1000 t,12.0,0.0,,10.0,11.0,0.0,,,1.0
244,Samoa,2009,1000 t,12.0,0.0,,10.0,12.0,0.0,,,0.0
244,Samoa,2010,1000 t,12.0,0.0,,10.0,13.0,0.0,,,-1.0
244,Samoa,2011,1000 t,12.0,0.0,,10.0,12.0,0.0,,,1.0
249,Yemen,2006,1000 t,2260.0,65.0,,2169.0,2576.0,79.0,149.0,11.0,-400.0
249,Yemen,2007,1000 t,2350.0,16.0,,2262.0,2458.0,77.0,219.0,10.0,-310.0
249,Yemen,2008,1000 t,2396.0,89.0,,2318.0,2224.0,69.0,170.0,9.0,90.0
249,Yemen,2009,1000 t,2567.0,116.0,,2464.0,2911.0,91.0,222.0,12.0,-450.0
249,Yemen,2010,1000 t,2681.0,8.0,,2580.0,2843.0,91.0,265.0,10.0,-420.0
249,Yemen,2011,1000 t,2855.0,116.0,,2756.0,2807.0,88.0,232.0,11.0,-69.0
25,Solomon Islands,2006,1000 t,14.0,0.0,,14.0,16.0,,,,-2.0
25,Solomon Islands,2007,1000 t,12.0,0.0,,12.0,17.0,,,,-5.0
25,Solomon Islands,2008,1000 t,11.0,0.0,,11.0,11.0,,,,1.0
25,Solomon Islands,2009,1000 t,12.0,0.0,,12.0,14.0,,,,-2.0
25,Solomon Islands,2010,1000 t,15.0,0.0,,15.0,17.0,,,,-2.0
25,Solomon Islands,2011,1000 t,21.0,0.0,,21.0,19.0,,,,2.0
251,Zambia,2006,1000 t,174.0,29.0,,168.0,105.0,4.0,94.0,2.0,4.0
251,Zambia,2007,1000 t,170.0,33.0,,164.0,41.0,4.0,116.0,1.0,47.0
251,Zambia,2008,1000 t,165.0,43.0,,156.0,37.0,4.0,113.0,3.0,58.0
251,Zambia,2009,1000 t,170.0,52.0,,157.0,23.0,4.0,195.0,2.0,3.0
251,Zambia,2010,1000 t,113.0,70.0,,106.0,6.0,3.0,172.0,3.0,5.0
251,Zambia,2011,1000 t,177.0,67.0,,150.0,25.0,5.0,237.0,3.0,-18.0
255,Belgium,2006,1000 t,3215.0,2733.0,1650.0,1099.0,4341.0,20.0,1662.0,36.0,-55.0
255,Belgium,2007,1000 t,3067.0,2792.0,1500.0,1106.0,4316.0,20.0,1577.0,40.0,-34.0
255,Belgium,2008,1000 t,3099.0,2937.0,1500.0,1143.0,4041.0,25.0,1850.0,36.0,145.0
255,Belgium,2009,1000 t,3883.0,2578.0,1751.0,1179.0,4587.0,30.0,1910.0,40.0,-35.0
255,Belgium,2010,1000 t,3820.0,2535.0,1368.0,1225.0,4775.0,40.0,1850.0,37.0,-270.0
255,Belgium,2011,1000 t,3691.0,2369.0,1061.0,1245.0,4456.0,30.0,1688.0,36.0,-84.0
256,Luxembourg,2006,1000 t,81.0,90.0,32.0,43.0,61.0,2.0,76.0,3.0,35.0
256,Luxembourg,2007,1000 t,96.0,58.0,45.0,47.0,74.0,1.0,70.0,2.0,9.0
256,Luxembourg,2008,1000 t,105.0,61.0,50.0,49.0,86.0,2.0,98.0,3.0,-17.0
256,Luxembourg,2009,1000 t,99.0,58.0,41.0,53.0,97.0,2.0,91.0,3.0,-31.0
256,Luxembourg,2010,1000 t,104.0,101.0,44.0,54.0,112.0,2.0,83.0,3.0,10.0
256,Luxembourg,2011,1000 t,97.0,96.0,38.0,54.0,123.0,2.0,77.0,3.0,-7.0
26,Brunei Darussalam,2006,1000 t,18.0,0.0,,18.0,18.0,,,,0.0
26,Brunei Darussalam,2007,1000 t,17.0,0.0,,17.0,16.0,,,,1.0
26,Brunei Darussalam,2008,1000 t,16.0,0.0,,16.0,16.0,,,,-1.0
26,Brunei Darussalam,2009,1000 t,16.0,0.0,,16.0,15.0,,,,0.0
26,Brunei Darussalam,2010,1000 t,16.0,0.0,,16.0,15.0,,,,0.0
26,Brunei Darussalam,2011,1000 t,16.0,0.0,,16.0,16.0,,,,0.0
27,Bulgaria,2006,1000 t,2332.0,1403.0,898.0,913.0,49.0,293.0,3302.0,202.0,384.0
27,Bulgaria,2007,1000 t,2119.0,373.0,748.0,890.0,97.0,201.0,2391.0,201.0,4.0
27,Bulgaria,2008,1000 t,2105.0,1865.0,396.0,877.0,66.0,386.0,4632.0,313.0,-728.0
27,Bulgaria,2009,1000 t,2119.0,1968.0,753.0,885.0,69.0,79.0,3977.0,282.0,41.0
27,Bulgaria,2010,1000 t,2312.0,2517.0,719.0,857.0,84.0,390.0,4095.0,205.0,650.0
27,Bulgaria,2011,1000 t,2156.0,2389.0,467.0,877.0,87.0,454.0,4458.0,214.0,0.0
272,Serbia,2006,1000 t,1403.0,219.0,188.0,1040.0,20.0,74.0,1875.0,101.0,-273.0
272,Serbia,2007,1000 t,1538.0,621.0,280.0,1012.0,23.0,158.0,1864.0,88.0,273.0
272,Serbia,2008,1000 t,1425.0,295.0,210.0,1007.0,26.0,106.0,2095.0,102.0,-401.0
272,Serbia,2009,1000 t,1487.0,468.0,310.0,983.0,20.0,106.0,2068.0,87.0,-133.0
272,Serbia,2010,1000 t,1469.0,679.0,245.0,1035.0,23.0,100.0,1630.0,89.0,495.0
272,Serbia,2011,1000 t,1521.0,541.0,312.0,996.0,24.0,104.0,2076.0,109.0,-39.0
273,Montenegro,2006,1000 t,105.0,3.0,22.0,81.0,108.0,2.0,2.0,0.0,-2.0
273,Montenegro,2007,1000 t,101.0,1.0,18.0,81.0,98.0,1.0,2.0,0.0,2.0
273,Montenegro,2008,1000 t,106.0,3.0,22.0,80.0,106.0,3.0,3.0,0.0,0.0
273,Montenegro,2009,1000 t,105.0,13.0,24.0,78.0,130.0,3.0,3.0,0.0,-15.0
273,Montenegro,2010,1000 t,116.0,6.0,28.0,85.0,105.0,2.0,2.0,0.0,15.0
273,Montenegro,2011,1000 t,114.0,5.0,26.0,84.0,117.0,3.0,2.0,0.0,0.0
28,Myanmar,2006,1000 t,245.0,0.0,23.0,205.0,105.0,11.0,140.0,6.0,
28,Myanmar,2007,1000 t,288.0,0.0,25.0,245.0,133.0,12.0,155.0,6.0,
28,Myanmar,2008,1000 t,226.0,0.0,22.0,187.0,53.0,11.0,173.0,6.0,
28,Myanmar,2009,1000 t,324.0,0.0,31.0,272.0,142.0,16.0,182.0,6.0,
28,Myanmar,2010,1000 t,403.0,3.0,39.0,338.0,222.0,20.0,184.0,6.0,
28,Myanmar,2011,1000 t,383.0,0.0,36.0,322.0,211.0,18.0,173.0,6.0,
3,Albania,2006,1000 t,644.0,0.0,30.0,422.0,414.0,40.0,231.0,15.0,0.0
3,Albania,2007,1000 t,653.0,2.0,28.0,425.0,406.0,43.0,250.0,22.0,0.0
3,Albania,2008,1000 t,690.0,0.0,28.0,435.0,355.0,45.0,335.0,22.0,0.0
3,Albania,2009,1000 t,676.0,0.0,30.0,415.0,343.0,45.0,333.0,19.0,0.0
3,Albania,2010,1000 t,657.0,0.0,26.0,432.0,362.0,44.0,295.0,18.0,0.0
3,Albania,2011,1000 t,678.0,4.0,25.0,439.0,389.0,44.0,293.0,19.0,0.0
32,Cameroon,2006,1000 t,325.0,2.0,,311.0,386.0,13.0,1.0,0.0,-60.0
32,Cameroon,2007,1000 t,325.0,4.0,,312.0,248.0,12.0,1.0,0.0,80.0
32,Cameroon,2008,1000 t,353.0,4.0,,338.0,437.0,15.0,1.0,0.0,-80.0
32,Cameroon,2009,1000 t,374.0,4.0,,359.0,427.0,15.0,1.0,0.0,-50.0
32,Cameroon,2010,1000 t,404.0,5.0,,381.0,408.0,23.0,1.0,0.0,0.0
32,Cameroon,2011,1000 t,456.0,4.0,,431.0,459.0,25.0,1.0,0.0,0.0
33,Canada,2006,1000 t,7945.0,19318.0,4150.0,2854.0,548.0,12.0,25265.0,869.0,1450.0
33,Canada,2007,1000 t,6325.0,18377.0,2199.0,2908.0,696.0,16.0,20090.0,919.0,3915.0
33,Canada,2008,1000 t,6463.0,16638.0,2197.0,2897.0,820.0,27.0,28619.0,985.0,-6338.0
33,Canada,2009,1000 t,7210.0,20224.0,2629.0,2895.0,934.0,23.0,26950.0,961.0,-450.0
33,Canada,2010,1000 t,6276.0,19404.0,1725.0,2889.0,990.0,23.0,23300.0,861.0,1390.0
33,Canada,2011,1000 t,7557.0,17345.0,3338.0,2724.0,931.0,22.0,25288.0,874.0,-1316.0
35,Cabo Verde,2006,1000 t,25.0,3.0,,18.0,27.0,1.0,,,1.0
35,Cabo Verde,2007,1000 t,26.0,0.0,,18.0,28.0,1.0,,,-1.0
35,Cabo Verde,2008,1000 t,30.0,0.0,,19.0,33.0,1.0,,,-4.0
35,Cabo Verde,2009,1000 t,30.0,0.0,,19.0,32.0,1.0,,,-3.0
35,Cabo Verde,2010,1000 t,29.0,0.0,,18.0,27.0,1.0,,,2.0
35,Cabo Verde,2011,1000 t,29.0,0.0,,18.0,26.0,1.0,,,2.0
351,China,2006,1000 t,105921.0,2046.0,5649.0,91161.0,2187.0,2682.0,108466.0,4130.0,-2686.0
351,China,2007,1000 t,106261.0,3759.0,6917.0,90137.0,2060.0,2526.0,109298.0,4100.0,-1338.0
351,China,2008,1000 t,105641.0,774.0,7249.0,88311.0,1664.0,2927.0,112464.0,4400.0,-7713.0
351,China,2009,1000 t,107233.0,672.0,11041.0,85806.0,2712.0,2866.0,115115.0,4690.0,-9922.0
351,China,2010,1000 t,111344.0,725.0,14002.0,86870.0,2991.0,2868.0,115186.0,4690.0,-6108.0
351,China,2011,1000 t,125596.0,822.0,26778.0,88194.0,3280.0,3012.0,117414.0,4690.0,5723.0
37,Central African Republic,2006,1000 t,43.0,0.0,,42.0,43.0,1.0,,,0.0
37,Central African Republic,2007,1000 t,26.0,0.0,,25.0,26.0,1.0,,,0.0
37,Central African Republic,2008,1000 t,29.0,0.0,,28.0,29.0,1.0,,,0.0
37,Central African Republic,2009,1000 t,32.0,0.0,,31.0,32.0,1.0,,,0.0
37,Central African Republic,2010,1000 t,37.0,0.0,,36.0,37.0,1.0,,,0.0
37,Central African Republic,2011,1000 t,44.0,0.0,,42.0,44.0,1.0,,,0.0
38,Sri Lanka,2006,1000 t,890.0,223.0,0.0,865.0,1193.0,23.0,,,-80.0
38,Sri Lanka,2007,1000 t,881.0,185.0,0.0,857.0,986.0,21.0,,,80.0
38,Sri Lanka,2008,1000 t,819.0,151.0,0.0,795.0,960.0,19.0,,,10.0
38,Sri Lanka,2009,1000 t,874.0,135.0,0.0,849.0,1069.0,21.0,,,-60.0
38,Sri Lanka,2010,1000 t,690.0,394.0,0.0,661.0,974.0,21.0,,,110.0
38,Sri Lanka,2011,1000 t,830.0,432.0,0.0,796.0,1383.0,25.0,,,-120.0
39,Chad,2006,1000 t,81.0,0.0,,79.0,89.0,2.0,2.0,0.0,-10.0
39,Chad,2007,1000 t,104.0,0.0,,101.0,95.0,3.0,8.0,0.0,0.0
39,Chad,2008,1000 t,107.0,0.0,,104.0,99.0,3.0,8.0,0.0,0.0
39,Chad,2009,1000 t,123.0,0.0,,120.0,113.0,3.0,11.0,0.0,0.0
39,Chad,2010,1000 t,126.0,0.0,,123.0,117.0,3.0,10.0,0.0,0.0
39,Chad,2011,1000 t,116.0,0.0,,113.0,105.0,3.0,2.0,1.0,10.0
4,Algeria,2006,1000 t,7209.0,7.0,175.0,6195.0,4987.0,536.0,2688.0,153.0,-459.0
4,Algeria,2007,1000 t,7189.0,14.0,175.0,6208.0,4885.0,502.0,2319.0,153.0,-1.0
4,Algeria,2008,1000 t,7751.0,24.0,200.0,6555.0,6508.0,542.0,1111.0,153.0,156.0
4,Algeria,2009,1000 t,8190.0,37.0,200.0,6879.0,5757.0,607.0,2953.0,153.0,-484.0
4,Algeria,2010,1000 t,8190.0,39.0,280.0,6685.0,5109.0,571.0,2605.0,153.0,515.0
4,Algeria,2011,1000 t,8987.0,5.0,450.0,6983.0,7487.0,701.0,2555.0,153.0,-1050.0
40,Chile,2006,1000 t,2106.0,61.0,170.0,1834.0,1085.0,64.0,1404.0,37.0,-322.0
40,Chile,2007,1000 t,2010.0,136.0,160.0,1746.0,1145.0,58.0,1096.0,43.0,-95.0
40,Chile,2008,1000 t,1985.0,145.0,145.0,1738.0,853.0,55.0,1238.0,45.0,40.0
40,Chile,2009,1000 t,2002.0,146.0,145.0,1760.0,742.0,52.0,1145.0,42.0,260.0
40,Chile,2010,1000 t,2070.0,176.0,150.0,1814.0,747.0,58.0,1524.0,43.0,-25.0
40,Chile,2011,1000 t,2112.0,215.0,150.0,1861.0,780.0,60.0,1576.0,39.0,-29.0
41,"China, mainland",2006,1000 t,104370.0,1945.0,5600.0,89687.0,649.0,2665.0,108466.0,4130.0,-2800.0
41,"China, mainland",2007,1000 t,104645.0,3636.0,6850.0,88622.0,130.0,2509.0,109298.0,4100.0,-1148.0
41,"China, mainland",2008,1000 t,104147.0,661.0,7200.0,86896.0,80.0,2911.0,112464.0,4400.0,-7735.0
41,"China, mainland",2009,1000 t,105677.0,570.0,10979.0,84339.0,942.0,2849.0,115115.0,4690.0,-9809.0
41,"China, mainland",2010,1000 t,109768.0,615.0,13944.0,85382.0,1291.0,2851.0,115181.0,4690.0,-6090.0
41,"China, mainland",2011,1000 t,124045.0,693.0,26709.0,86750.0,1338.0,2994.0,117410.0,4690.0,5991.0
