h,a,b,abs_cos,norm_a,norm_b,both_active,sign
0.1,max_stu,inv_eta,0.8004249201866074,1.4249362545149997,2.2137263062575214,True,-1
0.1,max_stu,smooth,0.6958993925582678,1.4249362545149997,2.3516236296667326,True,1
0.1,max_stu,trade_w,0.738059303506449,1.4249362545149997,4.517799684530213,True,1
0.1,max_stu,unmet_kappa,0.6152796113100069,1.4249362545149997,0.38235103650356833,True,-1
0.1,max_stu,block_kappa,0.5632092495982599,1.4249362545149997,0.7322390676685374,True,1
0.1,max_stu,ask_alpha,0.764874385620068,1.4249362545149997,2.182261306388347,True,-1
0.1,max_stu,ask_target_fill,0.7852152316573469,1.4249362545149997,2.233396141790155,True,-1
0.1,max_stu,ask_comp_elast,0.0,1.4249362545149997,0.0,False,1
0.1,max_stu,ask_beta,0.38943299371973294,1.4249362545149997,0.4583430835135448,True,1
0.1,max_stu,ask_rival,0.6066449465289778,1.4249362545149997,2.2108487903270206,True,1
0.1,max_stu,foresight_phi,0.39757046800725904,1.4249362545149997,2.0004328241706433,True,-1
0.1,max_stu,harvest_pulse_frac,0.10331089426672242,1.4249362545149997,1.6175649251524644,True,1
0.1,max_stu,residual_subst,0.054187640681741915,1.4249362545149997,0.3767320171620617,True,-1
0.1,rebuild_lambda,warehouse_lambda,0.7691066082364671,0.8638297489213445,1.4013788707601154,True,1
0.1,rebuild_lambda,inv_eta,0.6698161100325344,0.8638297489213445,2.2137263062575214,True,1
0.1,rebuild_lambda,smooth,0.5973752638290346,0.8638297489213445,2.3516236296667326,True,-1
0.1,rebuild_lambda,trade_w,0.7129125115472169,0.8638297489213445,4.517799684530213,True,-1
0.1,rebuild_lambda,unmet_kappa,0.5901105241187121,0.8638297489213445,0.38235103650356833,True,1
0.1,rebuild_lambda,block_kappa,0.3601495509719558,0.8638297489213445,0.7322390676685374,True,-1
0.1,rebuild_lambda,ask_alpha,0.4937941261301346,0.8638297489213445,2.182261306388347,True,1
0.1,rebuild_lambda,ask_target_fill,0.42290192779162755,0.8638297489213445,2.233396141790155,True,1
0.1,rebuild_lambda,ask_comp_elast,0.0,0.8638297489213445,0.0,False,1
0.1,rebuild_lambda,ask_beta,0.4084597942823316,0.8638297489213445,0.4583430835135448,True,-1
0.1,rebuild_lambda,ask_rival,0.4132329409718359,0.8638297489213445,2.2108487903270206,True,-1
0.1,rebuild_lambda,foresight_phi,0.45344363255915804,0.8638297489213445,2.0004328241706433,True,1
0.1,rebuild_lambda,harvest_pulse_frac,0.30538335423525653,0.8638297489213445,1.6175649251524644,True,1
0.1,rebuild_lambda,residual_subst,0.012405937688664274,0.8638297489213445,0.3767320171620617,True,1
0.1,warehouse_lambda,inv_eta,0.822572754323983,1.4013788707601154,2.2137263062575214,True,1
0.1,warehouse_lambda,smooth,0.6184070259175188,1.4013788707601154,2.3516236296667326,True,-1
0.1,warehouse_lambda,trade_w,0.7328955389049597,1.4013788707601154,4.517799684530213,True,-1
0.1,warehouse_lambda,unmet_kappa,0.6279398689036734,1.4013788707601154,0.38235103650356833,True,1
0.1,warehouse_lambda,block_kappa,0.6102390325577213,1.4013788707601154,0.7322390676685374,True,-1
0.1,warehouse_lambda,ask_alpha,0.7608317932580637,1.4013788707601154,2.182261306388347,True,1
0.1,warehouse_lambda,ask_target_fill,0.7993451712714833,1.4013788707601154,2.233396141790155,True,1
0.1,warehouse_lambda,ask_comp_elast,0.0,1.4013788707601154,0.0,False,1
0.1,warehouse_lambda,ask_beta,0.39993681588033153,1.4013788707601154,0.4583430835135448,True,-1
0.1,warehouse_lambda,ask_rival,0.6634663368089292,1.4013788707601154,2.2108487903270206,True,-1
0.1,warehouse_lambda,foresight_phi,0.492370001951727,1.4013788707601154,2.0004328241706433,True,1
0.1,warehouse_lambda,harvest_pulse_frac,0.0366424198071596,1.4013788707601154,1.6175649251524644,True,-1
0.1,warehouse_lambda,residual_subst,0.01679984091357856,1.4013788707601154,0.3767320171620617,True,-1
0.1,inv_eta,smooth,0.5708048156865528,2.2137263062575214,2.3516236296667326,True,-1
0.1,inv_eta,trade_w,0.7382667442978985,2.2137263062575214,4.517799684530213,True,-1
