year,month,grain,model_price,subst_scale,leg,obs_price
2011,3,maize,130.409839217227,0.0,subst_off,261.61930065135414
2011,4,maize,130.42955396957137,0.0,subst_off,287.556085018855
2011,5,maize,130.39983641562355,0.0,subst_off,277.28944120671923
2011,6,maize,130.6266542138975,0.0,subst_off,279.72101474117244
2011,7,maize,130.6234060295343,0.0,subst_off,270.89530339389785
2011,8,maize,130.2237529210042,0.0,subst_off,279.36078162495716
2011,9,maize,130.4289693346688,0.0,subst_off,265.9420980459376
2011,10,maize,131.06222268687821,0.0,subst_off,247.480150839904
2011,11,maize,131.46112438219717,0.0,subst_off,247.1199177236887
2011,12,maize,131.5524235101389,0.0,subst_off,232.8907096331848
