crop,variant,country,offer_share,p_base,p_ko,lift,lost_mmt,replaced_mmt,replacement_ratio,d_world_ship,d_p_trade,d_free,mean_block_frac
rice,no_rival_no_block,Kazakhstan,0.00118531347262188,337.19787829687147,337.2070077062139,2.7074338037280654e-05,0.002253892475861399,0.0012634558698588023,0.5605661687015177,-0.0009904366060062841,9.693175009088227e-06,-0.013113739809391825,0.00046418471936776075
rice,no_rival_no_block,Australia,0.00035714194689777157,337.19787829687147,337.76584595411094,0.001684374943603295,0.08917611550348402,0.024509139026980677,0.27483972461239503,-0.06466697647650577,0.0024727231706704704,0.03750928737637597,0.0001603962744456058
rice,no_rival_no_block,Argentina,0.002597400551044747,337.19787829687147,340.72245871151523,0.010452558101628151,0.6958035385425723,0.22951379253875623,0.32985430487964323,-0.4662897460038131,0.013600287289457103,0.10494307688212894,0.03900086893107633
rice,no_rival_no_block,Brazil,0.011786045481193105,337.19787829687147,353.13277996300707,0.04725682660466335,3.32992865799722,-0.4220202916776687,-0.12673553550888747,-3.7519489496748903,0.05008896416616171,1.1323807499763534,0.006510791377199271
rice,no_rival_no_block,India,0.0766019291210222,337.19787829687147,340.63669648052627,0.010198220110469558,1.6583626854194726,0.2953395869460228,0.17809107111652026,-1.3630230984734517,0.0020978290819885855,-0.8199298681127374,0.12278766189717194
rice,no_rival_no_block,Thailand,0.09124545380923442,337.19787829687147,366.58144326661386,0.087140420687561,8.29300536397583,1.498571901507623,0.1807031149427809,-6.794433462468209,0.050566709110502844,-1.2474986500881364,0.3645721221784095
rice,no_rival_no_block,Vietnam,0.16156392885336784,337.19787829687147,342.7113597823224,0.016350878342706654,1.5365532659261194,0.44040991398657464,0.286621963424827,-1.0961433519395456,0.008219968775461817,-1.7394553325658377,0.18114692073215996
rice,no_rival_no_block,China,0.5030864104738045,337.19787829687147,344.79935173818325,0.02254306426750219,0.9273936206404629,0.6732496122528104,0.725958856378439,-0.25414400838765516,0.012860111718954487,-5.628506636982756,0.04979318880425459
rice,no_rival_no_block,Egypt,0.023934967297620843,337.19787829687147,337.9916063974847,0.002353894112923305,0.2467601355052192,0.08129683384911399,0.32945691848752645,-0.16546330165610712,0.0012191123895072549,-0.25271688564997435,0.018776045943911596
rice,no_rival_no_block,Indonesia,0.04625579027821483,337.19787829687147,367.32453045107985,0.08934413320265522,8.207972865969943,-0.22677854319954324,-0.027629056150972622,-8.434751409169486,0.1009627140448145,1.6775088672042848,2.0179540657998814e-05
rice,no_rival_no_block,RestOfWorld,0.02514723605950392,337.19787829687147,340.34103289680814,0.009321394950087436,0.8957397054470854,0.09461861747843756,0.10563182239555978,-0.8011210879686494,-0.003171703547782806,-0.1141653628367217,0.15705716176251175
